baths,beds,city,latitude,longitude,price,sale_date,sq__ft,state,street,type,zip,n_price,s_price,n_sq__ft,s_sq__ft
2,3,ELK GROVE,38.428852,-121.415628,250000.0,Fri May 16 00:00:00 EDT 2008,1636,CA,9054 DESCENDANT DR,Residential,95758,0.28129305884364253,0.11281415177092398,0.28100309172105803,0.3763951822802899
2,3,SACRAMENTO,38.627698,-121.369698,250000.0,Fri May 16 00:00:00 EDT 2008,1828,CA,3450 WHITNOR CT,Residential,95821,0.28129305884364253,0.11281415177092398,0.31398144967365166,0.6014703778360969
0,0,ROCKLIN,38.804993,-121.293609,250000.0,Fri May 16 00:00:00 EDT 2008,0,CA,6288 LONETREE BLVD,Residential,95765,0.28129305884364253,0.11281415177092398,0.0,-1.5414330465181494
2,4,SACRAMENTO,38.555633,-121.350691,252000.0,Fri May 16 00:00:00 EDT 2008,1438,CA,9355 MATADOR WAY,Residential,95826,0.28355745160709617,0.1272648017709003,0.2469941600824459,0.14428638686336387
2,3,ELK GROVE,38.442845,-121.373272,255000.0,Fri May 16 00:00:00 EDT 2008,1451,CA,8671 SUMMER SUN WAY,Residential,95624,0.28695404075227654,0.14894077677086479,0.24922706973548608,0.15952585322912163
1,3,SACRAMENTO,38.599449,-121.400305,255000.0,Fri May 16 00:00:00 EDT 2008,1520,CA,1890 GENEVA PL,Residential,95825,0.28695404075227654,0.14894077677086479,0.2610786671246994,0.2404122516319898
2,3,ROSEVILLE,38.776649,-121.339589,255000.0,Fri May 16 00:00:00 EDT 2008,1506,CA,1813 AVENIDA MARTINA,Residential,95747,0.28695404075227654,0.14894077677086479,0.25867399519065615,0.2240005186227122
2,4,SACRAMENTO,38.675594,-121.515878,257200.0,Fri May 16 00:00:00 EDT 2008,2605,CA,191 BARNHART CIR,Residential,95835,0.28944487279207554,0.16483649177083873,0.44744074201305395,1.5123215598510036
2,3,ORANGEVALE,38.679409,-121.219107,260000.0,Fri May 16 00:00:00 EDT 2008,1196,CA,6221 GREEN TOP WAY,Residential,95662,0.2926150226609106,0.18506740177080558,0.2054276880796977,-0.1394021408684346
2,3,LINCOLN,38.89918,-121.32251399999998,260000.0,Fri May 16 00:00:00 EDT 2008,1621,CA,2298 PRIMROSE LN,Residential,95648,0.2926150226609106,0.18506740177080558,0.2784266575060117,0.35881118262749245
2,3,SACRAMENTO,38.679191,-121.537622,263500.0,Fri May 16 00:00:00 EDT 2008,1811,CA,5635 LOS PUEBLOS WAY,Residential,95835,0.2965777099969544,0.21035603927076413,0.3110614908965991,0.5815418448962598
2,3,ELK GROVE,38.387708,-121.436522,266510.0,Fri May 16 00:00:00 EDT 2008,1540,CA,10165 LOFTON WAY,Residential,95757,0.29998562110595206,0.2321042675207285,0.26451391274476127,0.26385758450238633
2,4,LINCOLN,38.88156,-121.301343,267750.0,Fri May 16 00:00:00 EDT 2008,0,CA,1251 GREEN RAVINE DR,Residential,95648,0.3013895446192933,0.2410636705207138,0.0,-1.5414330465181494
0,0,PLACERVILLE,38.813546,-120.809254,270000.0,Fri May 16 00:00:00 EDT 2008,0,CA,6001 SHOO FLY RD,Residential,95667,0.30393698647817863,0.2573206517706872,0.0,-1.5414330465181494
0,0,ROSEVILLE,38.770835,-121.366996,271000.0,Fri May 16 00:00:00 EDT 2008,0,CA,3040 PARKHAM DR,Residential,95747,0.3050691828599054,0.2645459767706753,0.0,-1.5414330465181494
2,4,EL DORADO HILLS,38.695801,-121.079216,272700.0,Fri May 16 00:00:00 EDT 2008,0,CA,2674 TAM O SHANTER DR,Residential,95762,0.30699391670884096,0.2768290292706552,0.0,-1.5414330465181494
0,0,SHINGLE SPRINGS,38.64347,-120.888183,275000.0,Fri May 16 00:00:00 EDT 2008,0,CA,6007 MARYBELLE LN,Unkown,95682,0.30959796838681264,0.293447276770628,0.0,-1.5414330465181494
2,3,ELK GROVE,38.397455,-121.468391,275000.0,Fri May 16 00:00:00 EDT 2008,1543,CA,9949 NESTLING CIR,Residential,95757,0.30959796838681264,0.293447276770628,0.26502919958777055,0.2673743844329458
3,5,SACRAMENTO,38.663728000000006,-121.525833,276000.0,Fri May 16 00:00:00 EDT 2008,2494,CA,2915 HOLDREGE WAY,Residential,95835,0.31073016476853943,0.30067260177061617,0.42837512882171075,1.3821999624203025
2,3,LINCOLN,38.844116,-121.274806,276500.0,Fri May 16 00:00:00 EDT 2008,1650,CA,2678 BRIARTON DR,Residential,95648,0.3112962629594028,0.3042852642706102,0.28340776365510134,0.39280691528956746
3,4,GALT,38.258976,-121.321266,278000.0,Fri May 16 00:00:00 EDT 2008,2214,CA,294 SPARROW DR,Residential,95632,0.312994557531993,0.31512325177059247,0.38028169014084506,1.0539653022347506
3,5,SACRAMENTO,38.667332,-121.528276,279000.0,Fri May 16 00:00:00 EDT 2008,2280,CA,2987 DIORITE WAY,Residential,95835,0.31412675391371986,0.3223485767705806,0.3916180006870491,1.1313349007070594
2,3,CARMICHAEL,38.66266,-121.316858,280000.0,Fri May 16 00:00:00 EDT 2008,1443,CA,6326 APPIAN WAY,Residential,95608,0.31525895029544665,0.3295739017705688,0.24785297148746135,0.150147720080963
2,4,CITRUS HEIGHTS,38.691393,-121.305215,280000.0,Fri May 16 00:00:00 EDT 2008,1582,CA,6905 COBALT WAY,Residential,95621,0.31525895029544665,0.3295739017705688,0.2717279285468911,0.31309278353021913
2,3,ELK GROVE,38.397923,-121.450219,285000.0,Fri May 16 00:00:00 EDT 2008,1857,CA,8986 HAFLINGER WAY,Residential,95757,0.32091993220408066,0.36570052677050957,0.3189625558227413,0.6354661104981719
2,3,ELK GROVE,38.417191,-121.473897,288000.0,Fri May 16 00:00:00 EDT 2008,1735,CA,2916 BABSON DR,Residential,95758,0.3243165213492611,0.38737650177047406,0.2980075575403641,0.4924495799887529
3,4,ELK GROVE,38.391085,-121.347231,289000.0,Fri May 16 00:00:00 EDT 2008,2096,CA,10133 NEBBIOLO CT,Residential,95624,0.3254487177309879,0.39460182677046224,0.36001374098248023,0.9156378382994109
2,3,SACRAMENTO,38.56786500000001,-121.410699,290000.0,Fri May 16 00:00:00 EDT 2008,1720,CA,1103 COMMONS DR,Residential,95825,0.32658091411271467,0.40182715177045036,0.29543112332531773,0.47486558033595544
2,4,ANTELOPE,38.704554,-121.354753,290000.0,Fri May 16 00:00:00 EDT 2008,2160,CA,4636 TEAL BAY CT,Residential,95843,0.32658091411271467,0.40182715177045036,0.37100652696667813,0.9906629034846799
2,4,SACRAMENTO,38.644927,-121.43054,293996.0,Fri May 16 00:00:00 EDT 2008,1382,CA,1524 YOUNGS AVE,Residential,95838,0.33110517085409497,0.4306995504704031,0.23737547234627276,0.07863945482625347
2,3,PLACERVILLE,38.729993,-120.802458,294000.0,Fri May 16 00:00:00 EDT 2008,0,CA,865 CONRAD CT,Residential,95667,0.3311096996396219,0.43072845177040303,0.0,-1.5414330465181494
2,4,ELK GROVE,38.450548,-121.363002,294173.0,Fri May 16 00:00:00 EDT 2008,1721,CA,8463 TERRACOTTA CT,Residential,95624,0.33130556961366064,0.43197843299540095,0.29560288560632086,0.47603784697947527
2,4,LOOMIS,38.825096,-121.198432,295000.0,Fri May 16 00:00:00 EDT 2008,1328,CA,5747 KING RD,Residential,95650,0.3322418960213487,0.43795377677039116,0.2281003091721058,0.01533705607618274
0,0,ELK GROVE,38.446286,-121.400817,298000.0,Fri May 16 00:00:00 EDT 2008,0,CA,8253 KEEGAN WAY,Residential,95624,0.3356384851665291,0.45962975177035564,0.0,-1.5414330465181494
2,4,ELK GROVE,38.422221,-121.375799,298000.0,Fri May 16 00:00:00 EDT 2008,1982,CA,9204 TROUT WAY,Residential,95624,0.3356384851665291,0.45962975177035564,0.3404328409481278,0.7819994409381504
1,2,SACRAMENTO,38.556844,-121.490769,299000.0,Fri May 16 00:00:00 EDT 2008,1144,CA,1828 2ND AVE,Residential,95818,0.3367706815482559,0.4668550767703438,0.19649604946753693,-0.20036000633146567
2,2,SACRAMENTO,38.567795,-121.410703,300000.0,Fri May 16 00:00:00 EDT 2008,1623,CA,1113 COMMONS DR,Residential,95825,0.3379028779299827,0.47408040177033195,0.27877018206801785,0.3611557159145321
2,3,COOL,38.905927,-120.975169,300000.0,Fri May 16 00:00:00 EDT 2008,1457,CA,2341 BIG STRIKE TRL,Residential,95614,0.3379028779299827,0.47408040177033195,0.25025764342150464,0.1665594530902406
3,6,ELK GROVE,38.404505,-121.346938,300000.0,Fri May 16 00:00:00 EDT 2008,2555,CA,9452 RED SPRUCE WAY,Residential,95624,0.3379028779299827,0.47408040177033195,0.43885262796289937,1.4537082276750122
2,3,ROCKLIN,38.800539,-121.260979,300567.0,Fri May 16 00:00:00 EDT 2008,1577,CA,5776 TERRACE DR,Residential,95765,0.33854483327842183,0.47817716104532526,0.27086911714187567,0.30723145031262
3,5,ELK GROVE,38.38912,-121.434389,303000.0,Fri May 16 00:00:00 EDT 2008,2592,CA,5908 MCLEAN DR,Residential,95757,0.3412994670751631,0.49575637677029644,0.44520783236001377,1.4970820934852458
2,3,CITRUS HEIGHTS,38.715493,-121.26293,305000.0,Fri May 16 00:00:00 EDT 2008,1401,CA,8215 PEREGRINE WAY,Residential,95610,0.3435638598386167,0.5102070267702727,0.2406389556853315,0.10091252105313021
2,4,LINCOLN,38.865017,-121.32302,306000.0,Fri May 16 00:00:00 EDT 2008,0,CA,1104 HILLSDALE LN,Residential,95648,0.34469605622034355,0.5174323517702609,0.0,-1.5414330465181494
2,3,CARMICHAEL,38.618369,-121.326187,310000.0,Fri May 16 00:00:00 EDT 2008,1502,CA,2949 PANAMA AVE,Residential,95608,0.34922484174725077,0.5463336517702135,0.25798694606664374,0.21931145204863287
2,3,FOLSOM,38.651617,-121.131674,310000.0,Fri May 16 00:00:00 EDT 2008,1327,CA,1356 HARTLEY WAY,Residential,95630,0.34922484174725077,0.5463336517702135,0.2279285468911027,0.014164789432662911
3,4,ROSEVILLE,38.76349,-121.275881,310000.0,Fri May 16 00:00:00 EDT 2008,1800,CA,633 HANISCH DR,Residential,95678,0.34922484174725077,0.5463336517702135,0.3091721058055651,0.5686469118175417
2,4,SACRAMENTO,38.490408,-121.54766399999998,311518.0,Fri May 16 00:00:00 EDT 2008,2169,CA,63 ANGEL ISLAND CIR,Residential,95831,0.350943515854712,0.5573016951201956,0.37255238749570596,1.0012133032763584
3,5,LINCOLN,38.844144,-121.274174,312000.0,Fri May 16 00:00:00 EDT 2008,2457,CA,1571 WILD OAK LN,Residential,95648,0.35148923451070435,0.5607843017701899,0.42201992442459635,1.338826096610069
0,0,RANCHO CORDOVA,38.529181,-121.224755,313000.0,Fri May 16 00:00:00 EDT 2008,0,CA,5222 COPPER SUNSET WAY,Residential,95742,0.35262143089243114,0.5680096267701781,0.0,-1.5414330465181494
2,4,ORANGEVALE,38.668289,-121.192316,315000.0,Fri May 16 00:00:00 EDT 2008,2004,CA,5601 SPINDRIFT LN,Residential,95662,0.3548858236558848,0.5824602767701543,0.3442116111301958,0.8077893070955867
3,4,ROSEVILLE,38.775872,-121.298864,315000.0,Fri May 16 00:00:00 EDT 2008,2212,CA,652 FIFTEEN MILE DR,Residential,95678,0.3548858236558848,0.5824602767701543,0.37993816557883886,1.051620768947711
3,5,ANTELOPE,38.711927,-121.343608,315000.0,Fri May 16 00:00:00 EDT 2008,3134,CA,7921 DOE TRAIL WAY,Residential,95843,0.3548858236558848,0.5824602767701543,0.5383029886636894,2.132450614272993
2,3,SACRAMENTO,38.606569,-121.368424,315000.0,Fri May 16 00:00:00 EDT 2008,1360,CA,4204 LUSK DR,Residential,95864,0.3548858236558848,0.5824602767701543,0.23359670216420475,0.05284958866881725
2,4,ROCKLIN,38.815493,-121.262908,315000.0,Fri May 16 00:00:00 EDT 2008,0,CA,5321 DELTA DR,Residential,95765,0.3548858236558848,0.5824602767701543,0.0,-1.5414330465181494
2,3,SACRAMENTO,38.525115,-121.518689,320000.0,Fri May 16 00:00:00 EDT 2008,1276,CA,5608 ROSEDALE WAY,Residential,95822,0.3605468055645188,0.6185869017700951,0.21916867055994504,-0.045620809386848336
3,4,SACRAMENTO,38.64977,-121.53448,322000.0,Fri May 16 00:00:00 EDT 2008,2962,CA,3372 BERETANIA WAY,Residential,95834,0.3628111983279724,0.6330375517700715,0.5087598763311577,1.9308207515875824
2,4,ROCKLIN,38.82273,-121.26424,325000.0,Fri May 16 00:00:00 EDT 2008,1888,CA,2422 STEFANIE DR,Residential,95765,0.3662077874731528,0.654713526770036,0.32428718653383715,0.6718063764472866
0,0,ROSEVILLE,38.772821,-121.364821,325500.0,Fri May 16 00:00:00 EDT 2008,0,CA,3232 PARKHAM DR,Residential,95747,0.3667738856640162,0.6583261892700301,0.0,-1.5414330465181494
2,3,ROSEVILLE,38.771917,-121.304439,326951.0,Fri May 16 00:00:00 EDT 2008,0,CA,448 ELMWOOD CT,Residential,95678,0.3684167026139018,0.6688101358450129,0.0,-1.5414330465181494
2,3,GALT,38.290119,-121.286023,328370.0,Fri May 16 00:00:00 EDT 2008,1548,CA,1214 DAWNWOOD DR,Residential,95632,0.3700232892795721,0.679062872019996,0.265888010992786,0.273235717650545
2,2,LINCOLN,38.861864,-121.267478,330000.0,Fri May 16 00:00:00 EDT 2008,0,CA,1440 EMERALD LN,Residential,95648,0.3718687693817868,0.6908401517699768,0.0,-1.5414330465181494
3,4,RANCHO CORDOVA,38.580545,-121.279016,330000.0,Fri May 16 00:00:00 EDT 2008,2109,CA,3349 CORVINA DR,Residential,95670,0.3718687693817868,0.6908401517699768,0.3622466506355204,0.9308773046651687
2,4,SACRAMENTO,38.56803,-121.309966,331200.0,Fri May 16 00:00:00 EDT 2008,2484,CA,10254 JULIANA WAY,Residential,95827,0.37322740503985896,0.6995105417699625,0.42665750601167984,1.3704772959851044
3,4,SACRAMENTO,38.6354,-121.53499,332000.0,Fri May 16 00:00:00 EDT 2008,2258,CA,149 OPUS CIR,Residential,95834,0.3741331621452404,0.7052908017699531,0.3878392305049811,1.1055450345496232
3,3,SACRAMENTO,38.674864,-121.4958,334000.0,Fri May 16 00:00:00 EDT 2008,2212,CA,580 REGENCY PARK CIR,Residential,95835,0.37639755490869403,0.7197414517699294,0.37993816557883886,1.051620768947711
2,3,ORANGEVALE,38.667703,-121.209456,335000.0,Fri May 16 00:00:00 EDT 2008,1616,CA,5544 CAMAS CT,Residential,95662,0.3775297512904208,0.7269667767699176,0.2775678461009962,0.3529498494098933
2,4,SACRAMENTO,38.66841,-121.494639,341000.0,Fri May 16 00:00:00 EDT 2008,2372,CA,5102 ARCHCREST WAY,Residential,95835,0.3843229295807816,0.7703187267698466,0.40742013053933357,1.2391834319108836
3,5,ROCKLIN,38.807816,-121.270008,346375.0,Fri May 16 00:00:00 EDT 2008,2606,CA,5725 BALFOR RD,Residential,95765,0.3904084851325632,0.8091548486447829,0.447612504294057,1.5134938264945235
3,5,ROSEVILLE,38.79218,-121.28595,347225.0,Fri May 16 00:00:00 EDT 2008,0,CA,7697 ROSEHALL DR,Residential,95678,0.391370852057031,0.8152963748947728,0.0,-1.5414330465181494
3,5,ELK GROVE,38.386239,-121.448159,349000.0,Fri May 16 00:00:00 EDT 2008,2877,CA,4821 HUTSON WAY,Residential,95757,0.39338050063459606,0.8281213267697518,0.4941600824458949,1.831178086888397
2,3,ANTELOPE,38.709513,-121.359357,350000.0,Fri May 16 00:00:00 EDT 2008,2960,CA,4509 WINJE DR,Residential,95843,0.39451269701632286,0.83534665176974,0.5084163517691515,1.9284762183005426
2,2,LINCOLN,38.853869,-121.271742,350000.0,Fri May 16 00:00:00 EDT 2008,0,CA,1965 LAURELHURST LN,Residential,95648,0.39451269701632286,0.83534665176974,0.0,-1.5414330465181494
2,3,ROSEVILLE,38.792461,-121.27571100000002,350000.0,Fri May 16 00:00:00 EDT 2008,2172,CA,6709 ROSE BRIDGE DR,Residential,95678,0.39451269701632286,0.83534665176974,0.37306767433871524,1.0047301032069178
2,3,ROSEVILLE,38.76215300000001,-121.283451,350000.0,Fri May 16 00:00:00 EDT 2008,2100,CA,281 SPYGLASS HL,Condo,95678,0.39451269701632286,0.83534665176974,0.36070079010649264,0.9203269048734902
2,3,SACRAMENTO,38.483212,-121.54019,351000.0,Fri May 16 00:00:00 EDT 2008,1795,CA,7709 RIVER VILLAGE DR,Residential,95831,0.3956448933980497,0.8425719767697282,0.30831329440054966,0.5627855785999426
2,3,EL DORADO HILLS,38.686067,-121.073413,356200.0,Fri May 16 00:00:00 EDT 2008,0,CA,4165 BRISBANE CIR,Residential,95762,0.40153231458302907,0.8801436667696666,0.0,-1.5414330465181494
2,4,ROSEVILLE,38.733985,-121.236766,360000.0,Fri May 16 00:00:00 EDT 2008,2295,CA,506 BEDFORD CT,Residential,95661,0.40583466083359093,0.9075999017696216,0.3941944349020955,1.1489189003598568
3,4,ROSEVILLE,38.792493,-121.331899,367463.0,Fri May 16 00:00:00 EDT 2008,2577,CA,9048 PINTO CANYON WAY,Residential,95747,0.41428424243041806,0.9615225022445332,0.4426313981449674,1.4794980938324485
0,0,ROSEVILLE,38.778561,-121.362008,375000.0,Fri May 16 00:00:00 EDT 2008,0,CA,2274 IVY BRIDGE DR,Residential,95747,0.42281760655949296,1.015979776769444,0.0,-1.5414330465181494
1,3,WALNUT GROVE,38.24765900000001,-121.515129,380000.0,Fri May 16 00:00:00 EDT 2008,1727,CA,14004 WALNUT AVE,Residential,95690,0.428478588468127,1.0521064017693849,0.2966334592923394,0.4830714468405943
2,3,ELK GROVE,38.429139,-121.423444,380578.0,Fri May 16 00:00:00 EDT 2008,1485,CA,6905 FRANKFORT CT,Residential,95758,0.4291329979767651,1.0562826396193778,0.2550669872895912,0.1993829191087958
2,3,CARMICHAEL,38.629929,-121.323086,386222.0,Fri May 16 00:00:00 EDT 2008,1655,CA,3621 WINTUN DR,Residential,95608,0.43552311435523117,1.097062373919311,0.2842665750601168,0.3986682485071666
0,0,LINCOLN,38.867125,-121.31908500000002,389000.0,Fri May 16 00:00:00 EDT 2008,0,CA,201 KIRKLAND CT,Residential,95648,0.4386683559036682,1.1171343267692782,0.0,-1.5414330465181494
0,0,RANCHO CORDOVA,38.5357,-121.2249,390000.0,Fri May 16 00:00:00 EDT 2008,0,CA,12075 APPLESBURY CT,Residential,95742,0.439800552285395,1.1243596517692664,0.0,-1.5414330465181494
2,3,ROSEVILLE,38.737872,-121.249025,395500.0,Fri May 16 00:00:00 EDT 2008,2049,CA,1975 SIDESADDLE WAY,Residential,95661,0.4460276323848924,1.1640989392692012,0.35194091377533493,0.8605413060539789
0,0,RANCHO CORDOVA,38.52738400000001,-121.233531,396000.0,Fri May 16 00:00:00 EDT 2008,0,CA,5420 ALMOND FALLS WAY,Residential,95742,0.4465937305757558,1.1677116017691953,0.0,-1.5414330465181494
3,5,ELK GROVE,38.405571,-121.445186,397000.0,Fri May 16 00:00:00 EDT 2008,2875,CA,9677 PILLITERI CT,Residential,95757,0.44772592695748265,1.1749369267691836,0.4938165578838887,1.8288335536013571
0,0,LINCOLN,38.904869,-121.32075,400000.0,Fri May 16 00:00:00 EDT 2008,0,CA,1515 EL CAMINO VERDE DR,Residential,95648,0.451122516102663,1.196612901769148,0.0,-1.5414330465181494
2,4,EL DORADO HILLS,38.656299,-121.079783,400000.0,Fri May 16 00:00:00 EDT 2008,2199,CA,556 PLATT CIR,Residential,95762,0.451122516102663,1.196612901769148,0.3777052559257987,1.0363813025819533
3,4,ROSEVILLE,38.808581,-121.32785,412500.0,Fri May 16 00:00:00 EDT 2008,0,CA,1792 DIAMOND WOODS CIR,Residential,95747,0.4652749708742481,1.286929464269,0.0,-1.5414330465181494
1,2,SACRAMENTO,38.551611,-121.504437,413500.0,Fri May 16 00:00:00 EDT 2008,1304,CA,1124 PERKINS WAY,Residential,95818,0.46640716725597486,1.2941547892689882,0.2239780144280316,-0.01279734336829314
2,3,CARMICHAEL,38.634111,-121.353376,415000.0,Fri May 16 00:00:00 EDT 2008,2334,CA,4748 SALEM WAY,Residential,95608,0.4681054618285651,1.3049927767689704,0.4008931638612161,1.1946372994571302
3,4,AUBURN,38.935579,-121.079018,420454.0,Fri May 16 00:00:00 EDT 2008,2278,CA,1484 RADCLIFFE WAY,Residential,95603,0.4742804608945031,1.3443996993189058,0.39127447612504296,1.1289903674200197
1,3,SACRAMENTO,38.579326,-121.44252,425000.0,Fri May 16 00:00:00 EDT 2008,1493,CA,51 AIKEN WAY,Residential,95819,0.4794274256458331,1.377246026768852,0.25644108553761596,0.20876105225695443
2,3,CAMERON PARK,38.669805,-120.999007,425000.0,Fri May 16 00:00:00 EDT 2008,0,CA,2818 KNOLLWOOD DR,Residential,95682,0.4794274256458331,1.377246026768852,0.0,-1.5414330465181494
0,0,LINCOLN,38.860007,-121.310946,433500.0,Fri May 16 00:00:00 EDT 2008,0,CA,1536 STONEY CROSS LN,Residential,95648,0.48905109489051096,1.4386612892687514,0.0,-1.5414330465181494
3,5,ROSEVILLE,38.804773,-121.341195,438000.0,Fri May 16 00:00:00 EDT 2008,0,CA,509 CASTILLIAN CT,Residential,95747,0.4941459786082816,1.471175251768698,0.0,-1.5414330465181494
3,5,FOLSOM,38.66051,-121.163689,441000.0,Fri May 16 00:00:00 EDT 2008,2787,CA,700 HUNTER PL,Residential,95630,0.49754256775346195,1.4928512267686624,0.4787014771556166,1.7256740889716122
3,5,SACRAMENTO,38.506371,-121.514456,445000.0,Fri May 16 00:00:00 EDT 2008,2824,CA,1240 FAY CIR,Residential,95831,0.5020713532803692,1.5217525267686152,0.485056681552731,1.769047954781846
3,4,FOLSOM,38.673882,-121.105077,446000.0,Fri May 16 00:00:00 EDT 2008,3261,CA,1113 SANDWICK WAY,Residential,95630,0.503203549662096,1.5289778517686032,0.5601167983510821,2.281328478000011
2,4,SACRAMENTO,38.621566,-121.370882,450000.0,Fri May 16 00:00:00 EDT 2008,2053,CA,3108 DELWOOD WAY,Residential,95821,0.5077323351890032,1.557879151768556,0.3526279628993473,0.8652303726280584
3,4,ROSEVILLE,38.750577,-121.232768,455000.0,Fri May 16 00:00:00 EDT 2008,2379,CA,3212 CORNICHE LN,Residential,95661,0.5133933170976372,1.5940057767684968,0.4086224665063552,1.2473892984155224
2,3,EL DORADO HILLS,38.680092,-121.036467,460000.0,Fri May 16 00:00:00 EDT 2008,0,CA,2159 BECKETT DR,Residential,95762,0.5190542990062712,1.6301324017684375,0.0,-1.5414330465181494
2,3,PLACERVILLE,38.690867,-120.693641,475000.0,Fri May 16 00:00:00 EDT 2008,0,CA,4320 FOUR SEASONS RD,Residential,95667,0.5360372447321733,1.73851227676826,0.0,-1.5414330465181494
2,3,GARDEN VALLEY,38.84255,-120.8754,490000.0,Fri May 16 00:00:00 EDT 2008,0,CA,6401 MARSHALL RD,Residential,95633,0.5530201904580754,1.8468921517680823,0.0,-1.5414330465181494
2,4,EL DORADO HILLS,38.681778,-121.03583799999998,493000.0,Fri May 16 00:00:00 EDT 2008,0,CA,2089 BECKETT DR,Residential,95762,0.5564167796032558,1.8685681267680467,0.0,-1.5414330465181494
4,5,EL DORADO HILLS,38.676131,-121.038931,508000.0,Fri May 16 00:00:00 EDT 2008,0,CA,6196 EDGEHILL DR,Residential,95762,0.5733997253291578,1.9769480017678691,0.0,-1.5414330465181494
0,0,ROSEVILLE,38.780051,-121.378718,511000.0,Fri May 16 00:00:00 EDT 2008,0,CA,200 HILLSFORD CT,Residential,95747,0.5767963144743382,1.9986239767678335,0.0,-1.5414330465181494
2,3,FAIR OAKS,38.650735,-121.258628,525000.0,Fri May 16 00:00:00 EDT 2008,3173,CA,8217 PLUMERIA AVE,Residential,95628,0.5926470638185134,2.099778526767668,0.54500171762281,2.1781690133702662
3,4,EL DORADO HILLS,38.664066,-121.056735,533000.0,Fri May 16 00:00:00 EDT 2008,0,CA,4841 VILLAGE GREEN DR,Residential,95762,0.6017046348723278,2.157581126767573,0.0,-1.5414330465181494
1,3,SACRAMENTO,38.588936,-121.373606,545000.0,Fri May 16 00:00:00 EDT 2008,1348,CA,3863 LAS PASAS WAY,Residential,95864,0.6152909914530496,2.244285026767431,0.23153555479216764,0.03878238894657931
3,4,AUBURN,38.865246,-121.094869,560000.0,Fri May 16 00:00:00 EDT 2008,0,CA,820 DANA CT,Residential,95603,0.6322739371789515,2.352664901767253,0.0,-1.5414330465181494
1,2,SACRAMENTO,38.568438,-121.457854,575000.0,Fri May 16 00:00:00 EDT 2008,1252,CA,1165 37TH ST,Residential,95816,0.6492568829048536,2.461044776767076,0.21504637581587083,-0.07375520883132422
3,4,FOLSOM,38.703962,-121.1871,575000.0,Fri May 16 00:00:00 EDT 2008,3229,CA,203 CASCADE FALLS DR,Residential,95630,0.6492568829048536,2.461044776767076,0.5546204053589832,2.2438159454073765
4,5,SACRAMENTO,38.45326,-121.32573,598695.0,Fri May 16 00:00:00 EDT 2008,3863,CA,9880 IZILDA CT,Residential,95829,0.6760842761698702,2.632248852641795,0.6635176915149433,2.9870329973989476
3,5,ROSEVILLE,38.798448,-121.344054,600000.0,Fri May 16 00:00:00 EDT 2008,0,CA,1800 AVONDALE DR,Residential,95747,0.6775617924480237,2.6416779017667795,0.0,-1.5414330465181494
3,4,ROCKLIN,38.772672,-121.220232,600000.0,Fri May 16 00:00:00 EDT 2008,0,CA,4620 BROMWICH CT,Residential,95677,0.6775617924480237,2.6416779017667795,0.0,-1.5414330465181494
3,4,GRANITE BAY,38.73209600000001,-121.219142,600000.0,Fri May 16 00:00:00 EDT 2008,2356,CA,620 KESWICK CT,Residential,95746,0.6775617924480237,2.6416779017667795,0.4046719340432841,1.2204271656145662
0,0,ROCKLIN,38.781134,-121.222801,600000.0,Fri May 16 00:00:00 EDT 2008,0,CA,4478 GREENBRAE RD,Residential,95677,0.6775617924480237,2.6416779017667795,0.0,-1.5414330465181494
3,5,ROSEVILLE,38.78861,-121.339495,610000.0,Fri May 16 00:00:00 EDT 2008,3579,CA,8432 BRIGGS DR,Residential,95747,0.6888837562652917,2.7139311517666616,0.6147372037100652,2.6541092706393163
0,0,EL DORADO HILLS,38.6478,-121.0309,622500.0,Fri May 16 00:00:00 EDT 2008,0,CA,200 CRADLE MOUNTAIN CT,Residential,95762,0.7030362110368767,2.804247714266513,0.0,-1.5414330465181494
0,0,EL DORADO HILLS,38.682961,-121.033253,680000.0,Fri May 16 00:00:00 EDT 2008,0,CA,2065 IMPRESSIONIST WAY,Residential,95762,0.768137502986168,3.2197039017658327,0.0,-1.5414330465181494
3,4,EL DORADO HILLS,38.706692,-121.058869,879000.0,Fri May 16 00:00:00 EDT 2008,0,CA,2982 ABERDEEN LN,Residential,95762,0.9934445829498018,4.6575435767634765,0.0,-1.5414330465181494
3,4,WILTON,38.415298,-121.194858,884790.0,Fri May 16 00:00:00 EDT 2008,4400,CA,9401 BARREL RACER CT,Residential,95693,1.0,4.699378208513408,0.7557540364136036,3.6165401849690952
3,3,LINCOLN,38.851645,-121.231742,1551.0,Fri May 16 00:00:00 EDT 2008,0,CA,3720 VISTA DE MADERA,Residential,95648,0.0,-1.6823106191511343,0.0,-1.5414330465181494
4,3,SLOUGHHOUSE,38.490447,-121.129337,2000.0,Fri May 16 00:00:00 EDT 2008,5822,CA,14151 INDIO DR,Residential,95683,0.0005083561753953347,-1.6790664482261397,1.0,5.283503352054291
2,4,SACRAMENTO,38.48862800000001,-121.387759,56950.0,Thu May 15 00:00:00 EDT 2008,1512,CA,7401 TOULON LN,Residential,95828,0.06272254735128317,-1.2820348394767902,0.2597045688766747,0.23103411848383115
1,1,SACRAMENTO,38.542419,-121.359904,60000.0,Thu May 15 00:00:00 EDT 2008,611,CA,9127 NEWHALL DR Unit 34,Condo,95826,0.06617574631554993,-1.2599975982268263,0.10494675369288904,-0.8251781273275341
